yourlist:M201907185C475328CEF75220C360D524E9D456CE29FB3CW	Entry	Gene names	Protein names	EC number	Function [CC]	Pathway	Keywords	Protein existence	Gene ontology (GO)	Protein families	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Cross-reference (BioCyc)	Cross-reference (BRENDA)	Cross-reference (CDD)	Cross-reference (eggNOG)	Ensembl transcript	Cross-reference (InterPro)	Cross-reference (KEGG)	Cross-reference (KO)	Cross-reference (Pfam)	Cross-reference (Reactome)	Cross-reference (RefSeq)	Cross-reference (UniPathway)	Organism	Organism ID
A0A090IA40	A0A090IA40	thsA BRM9_1260 DSM1535_1943 MB9_1054	Thermosome subunit (Thermosome subunit alpha)				ATP-binding;Chaperone;Complete proteome;Nucleotide-binding	Inferred from homology	ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	TCP-1 chaperonin family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd03343;			IPR017998;IPR002194;IPR002423;IPR027409;IPR027413;IPR027410;IPR012714;	mfc:BRM9_1260;mfi:DSM1535_1943;	K22447;	PF00118;				Methanobacterium formicicum	2162
A0A090JW72	A0A090JW72	arsA BRM9_0115 DSM1535_1438 MB9_0079	Arsenite-activated ATPase ArsA (Putative arsenical pump-driving ATPase) (EC 3.6.3.16)	3.6.3.16			Coiled coil;Complete proteome;Hydrolase	Predicted	ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled arsenite transmembrane transporter activity [GO:0015446]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd02035;			IPR025723;IPR016300;IPR027417;	mfc:BRM9_0115;mfi:DSM1535_1438;	K01551;	PF02374;		WP_048072944.1;		Methanobacterium formicicum	2162
A0A090JVL3	A0A090JVL3	frhG BRM9_2250 DSM1535_1182 MB9_2286	Coenzyme F420 hydrogenase gamma subunit FrhG (Coenzyme F420 hydrogenase subunit gamma) (EC 1.12.98.1)	1.12.98.1			Complete proteome;Oxidoreductase	Predicted	coenzyme F420 hydrogenase activity [GO:0050454]; flavin adenine dinucleotide binding [GO:0050660]; iron-sulfur cluster binding [GO:0051536]; nickel cation binding [GO:0016151]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR017896;IPR017900;IPR017681;IPR006137;IPR037024;	mfc:BRM9_2250;mfi:DSM1535_1182;	K00443;	PF00037;PF01058;		WP_048072723.1;		Methanobacterium formicicum	2162
A0A089ZGF4	A0A089ZGF4	rps13 BRM9_0376 DSM1535_0303 MB9_1412	30S ribosomal protein S13		FUNCTION: Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. {ECO:0000256|HAMAP-Rule:MF_01315}.		Complete proteome;RNA-binding;Ribonucleoprotein;Ribosomal protein;rRNA-binding	Inferred from homology	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	Universal ribosomal protein uS13 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR027437;IPR001892;IPR010979;IPR019977;IPR018269;	mfc:BRM9_0376;mfi:DSM1535_0303;	K02952;	PF00416;		WP_048071978.1;		Methanobacterium formicicum	2162
A0A090I2S7	A0A090I2S7	DSM1535_0891	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR008303;	mfi:DSM1535_0891;		PF09887;		WP_048072480.1;		Methanobacterium formicicum	2162
A0A090I8N6	A0A090I8N6	BRM9_1747 DSM1535_2386 MB9_0610	Carboxymuconolactone decarboxylase family protein				Complete proteome	Predicted	peroxiredoxin activity [GO:0051920]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029032;IPR003779;	mfc:BRM9_1747;mfi:DSM1535_2386;		PF02627;		WP_048073690.1;		Methanobacterium formicicum	2162
A0A089ZGZ1	A0A089ZGZ1	rps8e BRM9_1638 DSM1535_2333 MB9_0670	30S ribosomal protein S8e				Complete proteome;Ribonucleoprotein;Ribosomal protein	Inferred from homology	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	Eukaryotic ribosomal protein eS8 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR020919;IPR001047;IPR022309;	mfc:BRM9_1638;mfi:DSM1535_2333;	K02995;	PF01201;		WP_048073653.1;		Methanobacterium formicicum	2162
A0A090JU38	A0A090JU38	argH DSM1535_0595	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	4.3.2.1		PATHWAY: Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 3/3. {ECO:0000256|HAMAP-Rule:MF_00006}.	Amino-acid biosynthesis;Arginine biosynthesis;Complete proteome;Cytoplasm;Lyase	Inferred from homology	cytoplasm [GO:0005737]; argininosuccinate lyase activity [GO:0004056]; arginine biosynthetic process via ornithine [GO:0042450]	Lyase 1 family, Argininosuccinate lyase subfamily	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd01359;			IPR029419;IPR009049;IPR024083;IPR000362;IPR022761;IPR008948;	mfi:DSM1535_0595;	K01755;	PF14698;PF00206;		WP_048072227.1;	UPA00068;UER00114	Methanobacterium formicicum	2162
A0A090I5C2	A0A090I5C2	atpB ahaB BRM9_0839 DSM1535_0801	V-type ATP synthase beta chain (V-ATPase subunit B)		FUNCTION: Produces ATP from ADP in the presence of a proton gradient across the membrane. The archaeal beta chain is a regulatory subunit. {ECO:0000256|HAMAP-Rule:MF_00310}.		ATP synthesis;Complete proteome;Hydrogen ion transport;Ion transport;Transport	Inferred from homology	proton-transporting two-sector ATPase complex, catalytic domain [GO:0033178]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; plasma membrane ATP synthesis coupled proton transport [GO:0042777]	ATPase alpha/beta chains family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR020003;IPR005724;IPR004100;IPR036121;IPR000194;IPR027417;IPR022879;	mfc:BRM9_0839;mfi:DSM1535_0801;	K02118;	PF00006;PF02874;		WP_048072403.1;		Methanobacterium formicicum	2162
A0A090JTZ4	A0A090JTZ4	DSM1535_0545	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR004942;	mfi:DSM1535_0545;		PF03259;		WP_048072184.1;		Methanobacterium formicicum	2162
A0A090I518	A0A090I518	DSM1535_2293 MB9_0710	Digeranylgeranylglycerophospholipid reductase (DGGGPL reductase) (EC 1.3.7.11) (2,3-bis-O-geranylgeranylglyceryl phosphate reductase) (Geranylgeranyl reductase) (GGR)	1.3.7.11	FUNCTION: Is involved in the reduction of 2,3-digeranylgeranylglycerophospholipids (unsaturated archaeols) into 2,3-diphytanylglycerophospholipids (saturated archaeols) in the biosynthesis of archaeal membrane lipids. Catalyzes the formation of archaetidic acid (2,3-di-O-phytanyl-sn-glyceryl phosphate) from 2,3-di-O-geranylgeranylglyceryl phosphate (DGGGP) via the hydrogenation of each double bond of the isoprenoid chains. {ECO:0000256|HAMAP-Rule:MF_01287}.	PATHWAY: Membrane lipid metabolism; glycerophospholipid metabolism. {ECO:0000256|HAMAP-Rule:MF_01287}.	Complete proteome;FAD;Flavoprotein;Lipid biosynthesis;Lipid metabolism;NAD;Oxidoreductase;Phospholipid biosynthesis;Phospholipid metabolism	Inferred from homology	FAD binding [GO:0071949]; geranylgeranyl reductase activity [GO:0045550]; oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor [GO:0016628]; glycerophospholipid metabolic process [GO:0006650]; membrane lipid biosynthetic process [GO:0046467]; phospholipid biosynthetic process [GO:0008654]	Geranylgeranyl reductase family, DGGGPL reductase subfamily	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR023590;IPR002938;IPR036188;IPR011777;	mfi:DSM1535_2293;	K17830;	PF01494;		WP_048073619.1;	UPA00940	Methanobacterium formicicum	2162
A0A090JUG7	A0A090JUG7	DSM1535_0745	Phosphate binding protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR024370;	mfi:DSM1535_0745;	K02040;	PF12849;		WP_048072355.1;		Methanobacterium formicicum	2162
A0A090I3S2	A0A090I3S2	pgk DSM1535_1606 MB9_0256	Phosphoglycerate kinase (EC 2.7.2.3)	2.7.2.3		PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 2/5. {ECO:0000256|HAMAP-Rule:MF_00145}.	ATP-binding;Complete proteome;Cytoplasm;Glycolysis;Kinase;Nucleotide-binding;Transferase	Inferred from homology	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoglycerate kinase activity [GO:0004618]; glycolytic process [GO:0006096]	Phosphoglycerate kinase family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001576;IPR015911;IPR015824;IPR036043;	mfi:DSM1535_1606;	K00927;	PF00162;			UPA00109;UER00185	Methanobacterium formicicum	2162
A0A090I180	A0A090I180	rpl5p rpl5 BRM9_0393 DSM1535_0320 MB9_1429	50S ribosomal protein L5		FUNCTION: This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. May contact the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs. {ECO:0000256|HAMAP-Rule:MF_01333}.		Coiled coil;Complete proteome;RNA-binding;Ribonucleoprotein;Ribosomal protein;rRNA-binding;tRNA-binding	Inferred from homology	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	Universal ribosomal protein uL5 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002132;IPR022804;IPR031309;IPR022803;IPR031310;	mfc:BRM9_0393;mfi:DSM1535_0320;	K02931;	PF00281;PF00673;		WP_048071993.1;		Methanobacterium formicicum	2162
A0A090I471	A0A090I471	DSM1535_1648	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	4.2.1.47			Complete proteome;Lyase	Predicted	coenzyme binding [GO:0050662]; GDP-mannose 4,6-dehydratase activity [GO:0008446]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001509;IPR036291;	mfi:DSM1535_1648;	K01711;	PF01370;		WP_048073098.1;		Methanobacterium formicicum	2162
A0A090I340	A0A090I340	BRM9_2282 DSM1535_1216 MB9_2320	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002878;IPR022002;IPR012340;	mfc:BRM9_2282;mfi:DSM1535_1216;	K07068;	PF12172;PF01796;		WP_048072750.1;		Methanobacterium formicicum	2162
A0A090JSW3	A0A090JSW3	DSM1535_0145	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR026870;	mfi:DSM1535_0145;		PF13240;		WP_048071846.1;		Methanobacterium formicicum	2162
A0A090JYJ5	A0A090JYJ5	glmS DSM1535_2307	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)	2.6.1.16	FUNCTION: Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source. {ECO:0000256|HAMAP-Rule:MF_00164}.		Aminotransferase;Complete proteome;Cytoplasm;Transferase	Inferred from homology	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]; carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd05008;cd05009;			IPR017932;IPR035466;IPR035490;IPR005855;IPR029055;IPR001347;	mfi:DSM1535_2307;	K00820;	PF01380;		WP_048073631.1;		Methanobacterium formicicum	2162
A0A089ZGF5	A0A089ZGF5	BRM9_1340 DSM1535_2025 MB9_0971	CBS domain-containing protein				CBS domain;Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR000644;IPR016486;	mfc:BRM9_1340;mfi:DSM1535_2025;		PF00571;		WP_048073397.1;		Methanobacterium formicicum	2162
A0A090I135	A0A090I135	yngB DSM1535_0159	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase)	2.7.7.9			Complete proteome;Nucleotidyltransferase;Transferase	Inferred from homology	UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011]	UDPGP type 2 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd02541;			IPR005771;IPR005835;IPR029044;	mfi:DSM1535_0159;	K00963;	PF00483;		WP_048071858.1;		Methanobacterium formicicum	2162
A0A090I7U6	A0A090I7U6	DSM1535_2001	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	4.2.1.47			Complete proteome;Lyase	Predicted	GDP-mannose 4,6-dehydratase activity [GO:0008446]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR016040;IPR036291;	mfi:DSM1535_2001;	K01711;	PF16363;		WP_048073376.1;		Methanobacterium formicicum	2162
A0A090I3N5	A0A090I3N5	leuA BRM9_0067 DSM1535_1385 MB9_0028	2-isopropylmalate synthase LeuA (Putative 2-isopropylmalate synthase) (EC 2.3.3.13)	2.3.3.13			Acyltransferase;Complete proteome;Transferase	Inferred from homology	2-isopropylmalate synthase activity [GO:0003852]; leucine biosynthetic process [GO:0009098]	Alpha-IPM synthase/homocitrate synthase family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR013709;IPR002034;IPR013785;IPR011830;IPR036230;IPR000891;	mfc:BRM9_0067;mfi:DSM1535_1385;	K01649;	PF00682;PF08502;		WP_048072899.1;		Methanobacterium formicicum	2162
A0A090JYF1	A0A090JYF1	BRM9_1532 DSM1535_2236 MB9_0766	TRAM domain-containing protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR012340;IPR002792;	mfc:BRM9_1532;mfi:DSM1535_2236;		PF01938;		WP_048073569.1;		Methanobacterium formicicum	2162
A0A090I7Q9	A0A090I7Q9	aroA' BRM9_1272 DSM1535_1956 MB9_1041	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase (ADH synthase) (ADHS) (ADTH synthase) (EC 2.2.1.10)	2.2.1.10	FUNCTION: Catalyzes a transaldol reaction between 6-deoxy-5-ketofructose 1-phosphate (DKFP) and L-aspartate semialdehyde (ASA) with an elimination of hydroxypyruvaldehyde phosphate to yield 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate (ADH). Plays a key role in an alternative pathway of the biosynthesis of 3-dehydroquinate (DHQ), which is involved in the canonical pathway for the biosynthesis of aromatic amino acids. {ECO:0000256|HAMAP-Rule:MF_00960}.		Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Complete proteome;Lyase;Schiff base;Transferase	Inferred from homology	fructose-bisphosphate aldolase activity [GO:0004332]; hydro-lyase activity [GO:0016836]; transferase activity, transferring aldehyde or ketonic groups [GO:0016744]; aromatic amino acid family biosynthetic process [GO:0009073]	DeoC/FbaB aldolase family, ADHS subfamily	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00958;			IPR010210;IPR013785;IPR002915;IPR041720;	mfc:BRM9_1272;mfi:DSM1535_1956;	K16306;	PF01791;		WP_048073339.1;		Methanobacterium formicicum	2162
A0A090I433	A0A090I433	guaAB DSM1535_0109	GMP synthase [glutamine-hydrolyzing] subunit B (EC 6.3.5.2) (GMP synthetase)	6.3.5.2	FUNCTION: Catalyzes the synthesis of GMP from XMP. {ECO:0000256|HAMAP-Rule:MF_00345}.	PATHWAY: Purine metabolism; GMP biosynthesis; GMP from XMP (L-Gln route): step 1/1. {ECO:0000256|HAMAP-Rule:MF_00345}.	ATP-binding;Complete proteome;GMP biosynthesis;Ligase;Nucleotide-binding;Purine biosynthesis	Inferred from homology	ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd01997;			IPR001674;IPR026598;IPR025777;IPR022310;IPR014729;	mfi:DSM1535_0109;	K01951;	PF00958;PF02540;		WP_048071815.1;	UPA00189;UER00296	Methanobacterium formicicum	2162
A0A090JUS4	A0A090JUS4	serS DSM1535_0873 MB9_1960	Type-2 serine-tRNA ligase (EC 6.1.1.11)	6.1.1.11			Complete proteome;Ligase	Predicted	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; seryl-tRNA aminoacylation [GO:0006434]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002314;IPR004503;IPR041293;	mfi:DSM1535_0873;	K01875;	PF00587;PF18490;		WP_048072464.1;		Methanobacterium formicicum	2162
A0A089ZDP0	A0A089ZDP0	thi4 BRM9_1347 DSM1535_2031 MB9_0964	Thiamine thiazole synthase (EC 2.4.2.59)	2.4.2.59	FUNCTION: Involved in the biosynthesis of the thiazole moiety of thiamine. Catalyzes the conversion of NAD and glycine to adenosine diphosphate 5-(2-hydroxyethyl)-4-methylthiazole-2-carboxylate (ADT), an adenylated thiazole intermediate, using free sulfide as a source of sulfur. {ECO:0000256|HAMAP-Rule:MF_00304}.	PATHWAY: Cofactor biosynthesis; thiamine diphosphate biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00304}.	Complete proteome;Iron;Isomerase;Metal-binding;NAD;Thiamine biosynthesis;Transferase	Inferred from homology	iron ion binding [GO:0005506]; isomerase activity [GO:0016853]; transferase activity, transferring pentosyl groups [GO:0016763]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]; thiazole biosynthetic process [GO:0052837]	THI4 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR036188;IPR002922;IPR022828;	mfc:BRM9_1347;mfi:DSM1535_2031;	K22699;			WP_048073403.1;	UPA00060	Methanobacterium formicicum	2162
A0A090I1W4	A0A090I1W4	DSM1535_0602	Putative ABC transporter ATP-binding protein MJ0719				ATP-binding;Complete proteome;Nucleotide-binding	Predicted	ATP binding [GO:0005524]; ATPase activity [GO:0016887]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR017896;IPR017900;IPR003593;IPR003439;IPR017871;IPR027417;IPR013283;IPR007209;	mfi:DSM1535_0602;	K06174;	PF00005;PF00037;PF04068;				Methanobacterium formicicum	2162
A0A090I6B5	A0A090I6B5	DSM1535_1324	Uncharacterized protein				Coiled coil;Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd01355;			IPR007506;	mfi:DSM1535_1324;		PF04412;		WP_048072847.1;		Methanobacterium formicicum	2162
A0A090JVY8	A0A090JVY8	ilvH DSM1535_1342	Putative acetolactate synthase small subunit (EC 2.2.1.6)	2.2.1.6			Complete proteome;Transferase	Predicted	acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; branched-chain amino acid biosynthetic process [GO:0009082]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd04878;			IPR004789;IPR027271;IPR019455;IPR002912;IPR039557;	mfi:DSM1535_1342;	K01653;	PF10369;		WP_048072861.1;		Methanobacterium formicicum	2162
